,job_title,view_count,employer_name,location,post_date,job_category,job_type,number_of_vacancies,start_date,end_date,rate,benefits,description
125,Seasonal Orchard Work - Thinning,268,Mr Apple NZ Limited,"Central Hawke's Bay, Hastings and Napier, New Zealand",2022-09-16,Apples and Pears,Need Staff Soon,100,2022-11-07,2022-12-18,$22.10,"End of season bonuses, Social club / staff events",Looking for short-term work before Christmas? Head to sunny Hawke’s Bay and join our friendly thinning teams where you’ll work hard in fantastic outdoor settings.  The work  Thinning is removing small apples in a bunch to give the rest space to reach apple perfection. You’ll be trained and supported as you learn the ropes by […]
126,Cherry Picking and Packhouse Staff,845,CentralPac Limited,"Cromwell, New Zealand",2022-09-15,Stonefruit (including Cherries),Expressions of Interest,100,2022-12-12,2023-01-30,$22.75 per hour,"Accommodation, Transport, Bucket/bin rate bonuses, End of season bonuses, Free Wifi, Social club / staff events","Our Orchard and Packhouse in Cromwell has various positions available for harvest and packhouse staff over the Cherry Season. Available positions include: Picking – pickers are paid by bucket, so the more you pick the more you earn! Supervising – if you have leadership skills or experience, then this job is for you. Quality Control – fruit experience […]"
127,Kiwifruit Summer Work,417,Oropi Management Services LTD,"Tauranga, New Zealand",2022-09-15,Kiwifruit,Expressions of Interest,20,2022-10-09,2023-03-01,24,Social club / staff events,SUMMER WORK is approaching! Here at Oropi Management Services we have competitive payrates and the convenience of being only 10 minutes from town! WE ARE LOOKING FOR WORKERS WHO ARE: – Reliable – Keen to get outdoors – Hard Working – Can do attitude ADVANTAGES OF WORKING WITH US: – A working environment where you […]
128,Mixed Horticulture/Viticulture Work,310,Focus Contracting Limited,"HASTINGS, New Zealand",2022-09-15,Stonefruit (including Cherries),Need Staff Now,40,2022-09-27,2023-04-14,22.10,,Focus Contracting Ltd need workers for the upcoming 2022/2023 season.  There is a variety of work available including: Stone Fruit thinning Vineyard work Nursery work Apple thinning Please apply now
129,Orchard Hand - Nelson,264,T&G Global,"Riwaka, Nelson, New Zealand",2022-09-15,Apples and Pears,Need Staff Now,10,2022-09-15,2022-10-28,21.20,,"T&G Global has a vital role to play in providing nutritious fruit and vegetables to Kiwis and customers around the globe.  We have a short term job available for people who want to help us with planting trees and working in development in our Orchards in Riwaka.   Experienced in the industry – great, we […]"
130,Strawberry Pickers & Packers - Accommodation Available!,830,Best Berries (NZ) Ltd,"Riverhead, New Zealand",2022-09-13,Berries,Need Staff Soon,100,2022-10-04,2022-12-24,$22.89/hour (inclusive of Holiday Pay),Accommodation,"APPLY NOW – START OCTOBER !! We are looking for superstars to join our friendly picking team in Riverhead, West Auckland. Accommodation available – first come first served basis! Location: Riverhead Remuneration: The Rate is $22.89/hour (inclusive of Holiday Pay) Work available from October 2022 Great opportunity for regular work if you are flexible on […]"
131,General Orchard Work - Casual/Seasonal,293,Punchbowl Kiwifruit Services,"Patumahoe, New Zealand",2022-09-13,Kiwifruit,Need Staff Soon,100,2022-10-03,2022-12-23,$22.75 + 8% Holiday Pay,,Are you looking for some short-term work up until Christmas? Earn $22.75 plus holiday pay. Join our orchard team and get involved with General Orchard Work. Full training available. How to apply: Please apply via our website using the following link https://www.punchbowl.co.nz/new-applicants/ and quote ‘Orchard’ About the job: Starting early October and ending in approximately […]
132,Fruit Thinner,154,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-09-13,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
133,Cherry Pickers Expression of Interest,476,trophy ridge orchard,"mount pisa, New Zealand",2022-09-13,Stonefruit (including Cherries),Expressions of Interest,10,2022-12-12,2023-01-27,21.2,,"WE ARE LOOKING FOR CHERRY PICKERS TO HELP US TO GET THE FRUIT OFF THE TREES this summer! Harvest roles available  (EXPRESSION OF INTEREST) Trophy Ridge Orchard is a leading Central Otago cherry orchard  located in Mt Pisa. About 10 minutes drive from Cromwell. We have work available this summer.   The work is not difficult, […]"
134,Wrappers and Summer Vineyard work,382,Dog Point Vineyard,"fairhall, New Zealand",2022-09-12,Winegrowing,Need Staff Now,10,2022-09-13,2022-10-04,23.00,,"Dog Point Vineyard is family-owned, certified organic vineyard based in Marlborough. We are looking for wrappers to help us finish our pruning season. In addition there is the opportunity to continue with summer vineyard work.  "
135,Supervisor Tractor driver,125,Jerry's Cherries Limited,"Roxburgh, New Zealand",2022-09-12,Stonefruit (including Cherries),Expressions of Interest,1,2022-11-14,2023-04-30,$24/hr +,"Accommodation, Social club / staff events","We are looking for a supervisor/tractor driver to join us for the season. We are a Small Family Orchard located in the Teviot Valley, Roxburgh and we are looking for an experienced Supervisor/Tractor driver to assist us in our harvest season. Ideally you’ll have horticultural experience preferably in Stonefruit and/or apples You will likely be […]"
136,Fruit Thinning,310,Jerry's Cherries Limited,"Roxburgh, New Zealand",2022-09-12,Stonefruit (including Cherries),Need Staff Soon,15,2022-10-10,2022-12-23,$21.20,"Accommodation, Bucket/bin rate bonuses, Free Wifi, Accommodation rebates, Social club / staff events",We have are looking for dedicated enthusiastic fruit thinners to join our team our thinning season starts 10th October and goes to late December. Kiaora Our little orchard is looking for fast reliable and enthusiastic hands to join our team for the 2022 fruit season. We need people to join us from the 10th of […]
137,Fruit Thinner,134,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-09-12,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
138,"Daily Harvest Operators - Chertsey, Christchurch",152,LeaderBrand Produce Ltd,"346 Lytton Road, Awapuni, Gisborne., Gisborne, New Zealand",2022-09-11,Vegetables,Need Staff Now,5,2022-09-12,2022-09-30,$22+,,"LeaderBrand South Island Ltd is part of a large progressive horticultural business based in Ashburton, growing broccoli, asparagus, and courgette for the domestic market. We are looking for: •         full time year round team members for our broccoli harvest operation •         full time seasonal team members for our asparagus packhouse and harvesting operation (October to […]"
139,Harvesting Staff - Gisborne,187,LeaderBrand Produce Ltd,"346 Lytton Road, Awapuni, Gisborne, GISBORNE, New Zealand",2022-09-11,Vegetables,Need Staff Now,5,2022-09-12,2022-09-30,$22,,"Makauri Farm is looking for positive, hardworking staff to create a strong team culture within our newest Harvest Team. You will be harvesting a variety of fresh seasonal crops for our busy market and carrying out regular crop maintenance to ensure we provide the best quality produce for our customers. We can offer you: to […]"
140,Irrigation Workers Gisborne,79,LeaderBrand Produce Ltd,"346 Lytton Road, Awapuni, Gisborne, GISBORNE, New Zealand",2022-09-11,Vegetables,Need Staff Now,3,2022-09-12,2022-09-23,$22,,"We are looking for Irrigation Operators/General Hand who have a passion for growing and the outdoors, thrive on challenging yourself and further your career with a vibrant team. This is a broad scope role which covers all aspect of our horticulture operation including hands on help when required. The ideal candidate would be someone who […]"
141,Horticultural Assistant,433,Southern Cross Horticulture,"Pyes Pa, New Zealand",2022-09-11,Kiwifruit,Need Staff Now,300,2022-09-26,2022-12-23,$24 per hour,"Accommodation, Flexi rosters, Social club / staff events","Start your dream summer job now ! Great team, great culture, great accommodation. Are you a superstar? You can start your dream career ! To start your journey at SCH – all you need is a pair of shoes and a great attitude. We are currently recruiting for summer roles to work on our own […]"
142,Tractor Operators Gisborne,60,LeaderBrand Produce Ltd,"346 Lytton Road, Awapuni, Gisborne, GISBORNE, New Zealand",2022-09-11,Vegetables,Need Staff Now,2,2022-09-12,2022-10-31,$22,,"We are currently seeking both seasonal and permanent tractor drivers to support our Makauri Farm team with groundwork and harvest operations. LeaderBrand Produce Limited is one of New Zealand’s largest and most diverse horticultural businesses with operations in Ashburton, Matamata, Pukekohe and home base here in Gisborne. LeaderBrand models one of the country’s most extensive […]"
143,KIWIFRUIT SUMMER WORKERS,566,PlanitStaff,"Napier, New Zealand",2022-09-11,Kiwifruit,Need Staff Soon,15,2022-10-03,2022-12-22,22,,"🥝 KIWIFRUIT JOB ALERT 🥝 We are looking for energetic people to join us for a busy season ahead: bud thinning, tipping, cane wrapping, male trimming, girdling, fruit thinning… 📍Napier, Hawke’s Bay 💰Hourly rate depending on experience – 22 NZD onwards ⏰8-9 hours/day weather permitting 📆5-6 days/week weather permitting   💥We’re after people with a […]"
144,Fruit Thinner,223,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-09-09,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
145,Kiwifruit Bud Thinning,585,Farrand Orchards,"Kerikeri, New Zealand",2022-09-08,Kiwifruit,Need Staff Soon,10,2022-10-01,2022-12-20,$22.90 incl. holiday pay,,We are after some keen workers to help us with the bud thinning of our Kiwifruit orchards.   Farrand Orchards have Gold Green and Red kiwifruit orchards providing potential for ongoing work beyond the harvest to those that are after it.    The orchards are located along Kapiro Road in Kerikeri. We have limited accomodation […]
146,Fruit thinners,265,Bayley Produce Limited,"Hastings, New Zealand",2022-09-08,Stonefruit (including Cherries),Need Staff Soon,10,2022-09-26,2022-11-30,$21.50,,Thinning Thinning is performed  when the fruit is small. Thinning is the removal of unwanted fruit from the trees so that the tree has an ideal crop load and the fruit is able to mature to a suitable size. When the fruit is removed it is dropped to the ground in the centre of the […]
147,Seasonal Orchard Work,474,Wilson's Orchard,"Napier, New Zealand",2022-09-08,Apples and Pears,Need Staff Now,2,2022-09-10,2022-11-01,$21.20,Accommodation,Positions is available for 2 people to assist our family orchard with tree maintenance.  The position starts asap and ends 1 November. Accommodation is available.
148,DISPATCH & QUALITY CONTROL ASSISTANT,290,Kaipaki Berries,"Hamilton, New Zealand",2022-09-08,Berries,Need Staff Soon,1,2022-10-24,2023-05-29,$22 per hour,,"At Kaipaki berries we normally harvest between November and May. Some farm work can be quite physical but it’s extremely rewarding. A number of tasks involve manual work including lifting, bending and twisting so workers need to be fit and healthy as well as have a positive attitude. Our polytunnels also create a more pleasant […]"
149,PICKING ASSISTANT,433,Kaipaki Berries,"Hamilton, New Zealand",2022-09-08,Berries,Need Staff Soon,10,2022-10-17,2023-05-29,$22 per hour,,"At Kaipaki berries we normally harvest between November and May. Some farm work can be quite physical but it’s extremely rewarding. A number of tasks involve manual work including lifting, bending and twisting so workers need to be fit and healthy as well as have a positive attitude. Our polytunnels also create a more pleasant […]"
150,BERRY PICKING,988,Kaipaki Berries,"Hamilton, New Zealand",2022-09-08,Berries,Need Staff Soon,100,2022-10-17,2022-05-23,$21.20+ per hour & bonus,"Accommodation, Bucket/bin rate bonuses, Flexi rosters","At Kaipaki berries we normally harvest between November and May. Some farm work can be quite physical but it’s extremely rewarding. A number of tasks involve manual work including lifting, bending and twisting so workers need to be fit and healthy as well as have a positive attitude. Most of the work is undertaken in […]"
151,Cherry Packhouse or Picking Work,742,NS & EN Hinton Ltd,"Alexandra, New Zealand",2022-09-08,Stonefruit (including Cherries),Expressions of Interest,25,2022-12-05,2023-01-27,$22.10 p/h plus holiday pay and a picking bonus is on offer,"Accommodation, Transport, Bucket/bin rate bonuses, Free Wifi",Large family owned orchard in Alexandra is looking for people for cherry picking or packing work for the upcoming season. We have two start dates: 5th December 2022 (There will be a break for Christmas and New Year) 4th January 2023 People need to be physically fit and motivated and I will meet you before […]
152,Fruit Tree Thinning Positions,306,NS & EN Hinton Ltd,"Alexandra, New Zealand",2022-09-08,Stonefruit (including Cherries),Need Staff Soon,15,2022-10-25,2022-12-03,$22.10 plus holiday pay,"Accommodation, Transport, Free Wifi",We are a large family owned orchard in Alexandra that has been growing fruit in Central Otago for over 100 years and we are now recruiting for our upcoming season. We have fruit tree thinning work available which will start around the 31st October and go through to the start of December. For those that […]
153,Kiwifruit Flower Bud Thinner,354,Illawarra Ltd,"Gisborne, New Zealand",2022-09-07,Kiwifruit,Need Staff Soon,15,2022-10-10,2022-09-23,23.65,"Accommodation, Free Wifi",We will be thinning kiwifruit flower buds in early October and we need your help! We offer a fantastic workplace culture in one of the premium coastal regions in the country with a 6 bed accomodation unit and van parking facilities available.  You need to be eligible to work in New Zealand. You will need […]
154,"Vintage Cellar Hand, Hawkes Bay",348,Delegat Limited,"Hastings, New Zealand",2022-09-07,Winegrowing,Need Staff Soon,6,2023-02-07,2023-04-28,$24,,"Delegat has earned a reputation as one of New Zealand’s leading winemakers achieving global success with its Oyster Bay brand.  We focus exclusively on making the world’s most sought-after Super-Premium wines and have invested in modern technology and facilities. Delegat Hawke’s Bay winery is a modern facility with a 10,000-tonne capacity and focuses primarily on […]"
155,Apple thinning,218,kaiaponi farms LTD,"gisborne, New Zealand",2022-09-06,Kiwifruit,Expressions of Interest,10,2022-10-03,2022-12-20,$22,,"Kaiaponi Farms Ltd has thinning positions available from 3/10 – 20/12 in our kiwifruit and apple operations. We are looking for enthusiastic, motivated and physically fit people to come and join our team for the summer. Hours 0f work: 7.30am – 4.30pm 6 days a week Pay rate will vary depending on productivity out put […]"
156,Casual orchard Hand,200,Matipou Orchards Ltd,"50 Ormond Road, RD 5, RD 5, Hastings, New Zealand",2022-09-06,Apples and Pears,Need Staff Now,2,2022-09-07,2023-01-01,22 to 25,,"Matipou Orchard are looking for a Part-time/casual orchard/Packhouse worker. This position could lead to a permanent position in our company for the right person. We are looking for someone to help with everyday orchard work and Packhouse work. Orchard duties include: Spraying, Thinning, Picking, Pruning, Irrigation, Mowing, Mulching, Sweeping. Packhouse jobs include end of season […]"
157,Fruit Thinner,323,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-09-06,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
158,Copywriter,217,BetPokiesNZ,"124 Symonds Street, Eden Terrace, Auckland 1010, Auckland, New Zealand",2022-09-06,Other,Need Staff Soon,1,2022-09-06,2023-09-28,"$1,500 monthly",Social club / staff events,"BetPokiesNZ is a project to help players choose a good gambling site. We are expanding and now looking for a copywriter in English in the themes of gambling (slots, games, online casino reviews) and betting (sports betting). Along with our headquarters in New Zealand, we have offices in Australia. All in all we have a […]"
159,Seasonal Orchard Assistant,448,Suncrest Orchard,"Cromwell, New Zealand",2022-09-06,Stonefruit (including Cherries),Expressions of Interest,3,2022-11-14,2023-02-01,$23,"Accommodation, Transport, End of season bonuses, Free Wifi",Suncrest Orchard is a key player in the Central Otago cherry industry and we have been exporting premium cherries for over 20 years. We are seeking motivated and enthusiastic individuals to join our team of Seasonal Orchard Assistants for the 2022-23 cherry export season. The positions will start from early November/early December and go through […]
160,Kiwifruit Fertiliser Spreader Driver,237,Oropi Management Services LTD,"Tauranga, New Zealand",2022-09-05,Kiwifruit,Need Staff Now,2,2022-09-06,2022-12-24,27.50 + 8% HP,,"We are looking for an enthusiastic person to join the OMS LTD team for the upcoming Fertiliser/Compost season From August through to late November you will towing either a Giltrap 5001 or SAM Machinery Orchard spreader around the Western Bay of Plenty. Working with Lime, Solid Fertiliser and Compost Comprehensive experience driving tractors (We use […]"
161,Asparagus Harvest & Packhouse Team Needed,498,My Farm Fresh,"Ashburton, New Zealand",2022-09-05,Vegetables,Need Staff Now,3,2022-10-03,2022-12-03,23.65,Bucket/bin rate bonuses,"Packhouse Team Needed We are a family-owned Asparagus business, located on Ashburtons town boundary. We are looking for fit, energetic and reliable people to join us. Our season runs from the start of October- early December 2022. Positions we have available are: 📣 Packhouse Team – shifts start at 8.45am – 2.30pm. Working in a […]"
162,Summer Orchard Workers,415,Bay Kiwifruit Contracting,"Te Puke, New Zealand",2022-09-05,Kiwifruit,Need Staff Soon,20,2022-10-10,2022-12-20,$22.10 per hour,,"Required early October. Do you want to work for a compliant, trustworthy and professional company? We pride ourselves on providing quality people to our kiwifruit orchardist clients. Ongoing full time roles for suitable candidates. Come work for a reputable company and learn about the kiwifruit industry! Work includes bud thinning & tipping. Must have own […]"
163,Seasonal Cherry Pickers,573,Sarita Orchard ltd,"Cromwell, New Zealand",2022-09-05,Stonefruit (including Cherries),Expressions of Interest,60,2022-12-09,2023-01-30,$21.20,"Accommodation, Transport, Bucket/bin rate bonuses, End of season bonuses, Free Wifi","Sarita Orchard has been in the Central Otago cherry industry for over 25 years. We are seeking motivated and enthusiastic individuals to join our pack house team for the 2022-23 cherry export season. We have continuous work available from early December until the end of the cherry export season in late January, but there are […]"
164,Seasonal Packhouse Staff,243,Sarita Orchard ltd,"Cromwell, New Zealand",2022-09-05,Stonefruit (including Cherries),Expressions of Interest,30,2022-12-09,2023-01-30,$21.20,"Accommodation, Transport, End of season bonuses, Free Wifi","Sarita Orchard has been in the Central Otago cherry industry for over 25 years. We are seeking motivated and enthusiastic individuals to join our pack house team for the 2022-23 cherry export season. We have continuous work available from early December until the end of the cherry export season in late January, but there are […]"
165,Irrigation maintenance - Hop Farm,245,Nelson Hops NZ Limited,"65 Korere, Tapawera, New Zealand",2022-09-05,Other,Need Staff Now,3,2022-09-12,2022-09-26,$24 inc HP,"Accommodation, Transport, Free Wifi",We have several positions available for motivated physically fit individuals to join our farms for irrigation maintenance. Full training provided. Days – 5/6 days a week Duration – 3-4  weeks Start date –  ASAP Future work available on farm after the irrigation work is complete. Accommodation – we have fully self-contained cabins or van sites with shared […]
166,Seasonal Orchard - Bird Control,210,Suncrest Orchard,"Cromwell, New Zealand",2022-09-05,Stonefruit (including Cherries),Expressions of Interest,3,2022-11-07,2023-01-29,$24.00,"Accommodation, End of season bonuses, Free Wifi",Suncrest Orchard is a key player in the Central Otago cherry industry and we have been exporting premium cherries for over 20 years. We are seeking motivated and enthusiastic individuals to join our bird control team for the 2022-23 cherry export season. The positions will start from early November/early December and go through until the […]
167,Orchard Accommodation Cleaner (Flexible 6 hours per week),177,Willisbrook Orchards,"Brightwater, New Zealand",2022-09-05,Other,Need Staff Now,1,2022-09-05,2023-01-31,25,,"We are looking for an enthusiastic permanent part time cleaner and handyperson to join our friendly team.  The role will include general cleaning of various premises including bathrooms & floors  for our orchard accommodation and offices. Also included are general duties including restocking of supplies in bathrooms, changing light bulbs and mouse traps, etc. The […]"
168,Fruit Thinner,152,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-09-05,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
169,Cherry Pickers,556,Eden orchards,"825 Waihooai valley road, Marlborough, New Zealand",2022-09-03,Stonefruit (including Cherries),Expressions of Interest,6,2022-12-05,2022-12-24,$25 plus,"Flexi rosters, Free Wifi, Social club / staff events","Wanted 6 to 8 cherry pickers , good picking conditions. From the 5th of December to the 24th , 6 days a week from 7 am to 4.30pm . Payment for pickers will range from a minimum of $240 a day to over $400 day for a good picker. Accommodation supplement is also offered. www.edenorchards.co.nz […]"
170,Hop Planting,324,Pikimai Hops,"96 Newport Road, TAPAWERA, New Zealand",2022-09-02,Other,Need Staff Soon,8,2022-09-12,2022-10-17,$21.20- $24.00 per hour,Accommodation,Planting from mid September until approx mid October. We will provide the necessary training. Starlink internet.    
171,Blueberry Pickers Recruitment 2022,757,Miro-Meihana Koata LP,"Te Teko, New Zealand",2022-09-02,Berries,Need Staff Now,150,2022-10-10,2022-12-30,Piece Rate,,"Nau mai, haere mai ki Miro! We’re looking for good pickers and harvest supervisors for our Te Teko orchards, Bay of Plenty starting early October through to December 2022. Picking rate will be piece rate. You must be prepared to work in a Covid-safe environment (social distancing, good hygiene), be hard working, reliable, able to work harmoniously with others, have a good attitude and follow instructions. You must […]"
172,Cherry Pickers,477,P H Kinzett Limited,"Blenheim, New Zealand",2022-09-02,Stonefruit (including Cherries),Need Staff Soon,30,2022-11-20,2022-12-23,$21.20 + 8%,"Bucket/bin rate bonuses, Free Wifi",Cherryland are looking for expressions of interest and currently filling roles for the upcoming Cherry Harvest. The estimated start date is between 20th Nov- 25th Nov – to  approx. 23rd December 2022. Previous contract picking experience with fruit/ vegetables preferred but not essential. Just a good can do positive attitude and you need to be physically […]
173,Seasonal Tractor Driver,137,Vinewise Viticulture Ltd,"Cromwell, New Zealand",2022-09-01,Winegrowing,Expressions of Interest,5,2022-10-17,2023-04-30,25,,"Experienced Vineyard Tractor Driver needed for Spring/Summer. You will have at least two years vineyard machinery experience in a vineyard setting, ideally spraying. You must have a full drivers license and ideally a Growsafe Certificate. Work is based in and around Cromwell, Central Otago. Hours can be full time or part time. Competitive payrates, depending […]"
174,Asparagus Packhouse Worker,463,Farmhands,"Ashburton, New Zealand",2022-09-01,Vegetables,Need Staff Now,24,2022-10-04,2022-12-24,24,,Do you want to work for 3 months? Looking for an indoor job? Apply online here: https://forms.gle/2RTFoiJe7BNTWxzu9 Leaderbrand South Island has Asparagus Packhouse Jobs available. Come join us! Start work early October 30-55 hour weeks Day shift 7:30am start 6 days per week Our packhouse is located close to Ashburton. No experience required. Pay: $24 […]
175,Immediate Start - Mushroom Pickers Needed,849,Madahar Agriforce Limited,"Pukekawa, New Zealand",2022-09-01,Other,Need Staff Now,10,2022-09-02,2023-09-30,$22.00 and above depending on experience,"Transport, Flexi rosters","Immediate Start – Mushroom Pickers Needed. We are looking to hire workers with an immediate start, to work in the purpose-built Mushroom factory. The facility has a clean and pleasant working environment. The Role includes: Picking mushrooms Indoor work. Attention to detail Full Training is given.  The Opportunity: On-going contract positions available Work available 5 […]"
176,Irrigation installation,157,Irrigation Services Orchards Ltd,"450 Lawn RD, RD10, Hastings, New Zealand",2022-09-01,Apples and Pears,Need Staff Now,2,2022-09-12,2022-12-23,$23.00 plus 8% holiday pay,Transport,"Help needed to establish microsprinkler irrigation on apple orchard.  Join a great crew!  No previous experience needed, but a can-do attitude essential. No previous experience is required.  We will train you on the job. Bright and early start 7am, 5 days a week."
177,Fruit tree planting,299,Irrigation Services Orchards Ltd,"450 Lawn RD, RD10, Hastings, New Zealand",2022-09-01,Apples and Pears,Need Staff Now,5,2022-09-05,2022-10-31,$22.75 plus 8% holiday pay,Transport,"Help needed to establish 10 hectares of new plantings for family owned orchard.  Orchards close to Hastings and Havelock North.  Living wage paid. No experience needed, we will train you on the job!"
178,PHP Developer,151,PayID Casinos,"190 Meola Road, Western Springs, Auckland 1022, Auckland, New Zealand",2022-08-31,Other,Need Staff Soon,1,2022-08-31,2023-08-31,$30000 per year,Flexi rosters,"PayID Casinos is an online casino ranking company in Australia and New Zealand. Today we are looking for a PHP developer to take over our website. What we expect from you: Ability to integrate CRM (teachable); API handling (excellent training); PHP (basic skills); HTML, web design; Willingness to develop, not to stand in one place; […]"
179,HOP PLANTING - start next week!,341,Nelson Hops NZ Limited,"148 Tadmor- Valley Road, Tapawera, New Zealand",2022-08-31,Other,Need Staff Now,3,2022-09-07,2022-09-23,$22.90 inc h/p,"Accommodation, Transport, Free Wifi",We are looking for 3 team members to join the planting team at our Hop Farms for the upcoming Spring planting! Hourly rate – $22.90 Hours – 7.30-5pm approx Days – 5/6 days a week 2-3 weeks work with opportunity to stay on until December Van transport from accommodation to farm free of charge Accommodation […]
180,Organic Kiwifruit Orchard Work,573,Kiwipollen Ltd.,"427 Te matai Road, Te puke, New Zealand",2022-08-30,Kiwifruit,Need Staff Soon,20,2022-09-26,2023-02-28,$26,,"Organic Kiwifruit Orchard Work We have a job opportunity for you in the Bay of Plenty from the end of September with continuous work for the summer. No previous experience required; training provided. Pay rate of $26 per hour included 8% holiday pay. This is on our family orchard, and you will be working directly […]"
181,Vintage 2023 Giesen,372,Giesen Group,"Blenehim, New Zealand",2022-08-29,Winegrowing,Need Staff Soon,20,2023-02-15,2023-05-02,$22 per hour +,,"Vintage Crew 2023 Want to work with an Iconic New Zealand Brand and a multi award winning business? Want to contribute in an outstanding team environment? Want to improve your winemaking experience in one of New Zealand’s most stunning places? If so, then read on… Firstly, a bit about us –   The Giesen Group […]"
182,Asparagus Packhouse,373,Leaderbrand South Island,"Ashburton, New Zealand",2022-08-29,Other,Need Staff Soon,20,2022-09-30,2022-12-31,$21.20 + bonus + 8%,"Bucket/bin rate bonuses, End of season bonuses",Do you want to work for 3 months? Looking for an indoor job? Want to extend your visa with horticultural work? Apply online here: https://forms.gle/gGBdXaRjxS236m1p8 Leaderbrand South Island has Asparagus Packhouse Jobs available! Come join us! Start work early October 40 hour weeks Day shift 7:30am start $21.20 / hour + bonus + 8% holiday […]
183,Kiwifruit Pruners,221,Cooper Coolpac Ltd,"24 Riverbank Road RD3, Wanganui, New Zealand",2022-08-29,Kiwifruit,Need Staff Now,15,2022-08-31,2022-09-30,$18.50 per Bay plus Holiday pay.,,We have green Kiwifruit that needs to be pruned. The orchard is right on the town boundary of Wanganui. They are 20 square meter bays on a well maintained orchard. Immediate start .
184,"Summer Opportunities - Apples, Kiwifruit, Boysenberries",623,Wai-West Horticulture Ltd,"53 Moutere Highway, Appleby, Richmond, New Zealand",2022-08-28,Other,Need Staff Now,40,2022-11-14,2023-01-27,$22.10 + Holiday Pay,,"Are you interested and available for work from Mid November through to Mid January? We have opportunities coming up for the Summer season on our Apple, Kiwifruit & Boysenberry orchards just 8km out of Richmond. If you love the outdoors and want some extra cash for Christmas or for next year at University, we’d love to have […]"
185,Fruit Thinner,240,Darlings Fruit Ltd,"Ettrick, New Zealand",2022-08-28,Stonefruit (including Cherries),Need Staff Soon,20,2022-10-12,2022-12-17,$21.20,"Accommodation, Free Wifi","The bees have done their work, the frosts have been managed and so now, the baby fruit need room to grow.  That’s where you come in! What can we offer you? *Unbeatable team atmosphere – small family-owned company *Feel appreciated and valued. We put people first *Awesome location – a great base to explore from […]"
186,Seasonal roles in medicinal cannabis,670,Puro New Zealand,"Kekerengu, New Zealand",2022-08-26,Other,Expressions of Interest,15,2023-03-20,2023-05-12,$24 per hour,Transport,"With sites in the beautiful Waihopai Valley region of Marlborough and at Kēkerengū on the stunning Kaikōura coast, Puro are setting out to become New Zealand’s premier cultivator of high-grade medicinal cannabis. Our organic, sustainable approach at Kēkerengū ensures we can deliver the best quality product to our customers while still respecting and nurturing the […]"
187,Blueberry Packhouse,724,Mill Creek Orchard Ltd,"1011 Motueka River Westbank Road, Motueka, Motueka, New Zealand",2022-08-26,Berries,Expressions of Interest,6,2022-11-01,2023-05-31,23 per hour + holiday pay,,We are taking expressions of interest for our upcoming harvest. We have positions available in our packhouse starting beginning of November until the end of May depending on the weather. This is a fun working environment. Hours are generally between 7am and 5pm and sometimes half a day on Saturday if needed.
188,Pruning Staff needed now,259,Mill Creek Orchard Ltd,"1011 Motueka River Westbank Road, Motueka Valley, Motueka, New Zealand",2022-08-26,Berries,Need Staff Now,4,2022-08-29,2022-10-28,23,,"We have a few vacancies for pruning Blueberries in the beautiful Motueka valley from now until the end of October. Must be reliable and have your own transport and accommodation. This work is weather dependent, reasonable fitness is required. $23 per hour + holiday pay    "
